luxury,tranquility,safety,accessibility,security,overall_sentiment,original_index
5,3,7,6,8,5,1306
7,8,8,7,7,8,1307
8,7,8,9,9,8,1309
2,4,6,7,5,4,1311
8,7,8,9,8,8,1312
8,9,8,7,7,8,1313
5,8,7,8,6,7,1314
7,5,6,8,7,7,1315
6,7,8,5,6,7,1317
8,7,8,9,8,8,1320
2,4,7,6,5,5,1322
7,5,8,8,7,7,1324
3,5,7,6,7,6,1325
2,7,8,5,6,6,1327
5,8,7,6,7,7,1328
2,6,8,7,7,7,1329
7,5,7,6,6,6,1331
6,7,8,5,6,7,1332
5,7,6,8,8,7,1334
7,8,9,9,8,8,1335
8,7,6,8,7,8,1336
7,8,7,8,8,8,1340
4,6,7,8,8,7,1341
6,7,5,8,4,6,1342
8,7,9,8,8,8,1344
2,7,8,6,6,6,1346
8,7,8,6,7,7,1347
8,7,8,7,8,7,1349
6,8,7,7,8,7,1350
6,8,7,8,8,7,1351
2,5,7,6,8,6,1353
5,7,8,6,6,6,1355
8,6,7,8,8,7,1356
7,5,8,6,7,7,1357
7,8,8,7,7,7,1358
4,5,7,6,6,6,1359
7,6,8,7,8,7,1360
7,8,7,8,9,8,1361
2,4,7,6,5,6,1363
8,7,9,8,8,8,1364
5,8,7,9,8,7,1365
0,0,7,8,6,5,1366
3,6,8,7,8,7,1367
8,9,7,7,8,8,1368
8,7,8,9,8,8,1369
8,9,7,7,8,8,1370
3,5,7,6,6,5,1371
2,5,7,6,6,5,1372
2,3,6,7,8,5,1373
7,9,8,7,8,8,1375
3,4,7,8,6,6,1376
6,8,7,6,7,7,1377
5,7,8,6,9,7,1378
8,7,8,9,8,8,1379
7,8,7,8,8,8,1380
7,6,8,5,7,7,1381
7,6,8,9,8,8,1382
4,6,7,5,6,5,1383
9,8,9,8,9,8,1384
6,7,8,8,7,7,1386
7,8,8,7,7,7,1388
1,6,7,8,7,6,1390
6,8,7,7,7,7,1392
8,7,7,9,8,8,1393
9,8,7,9,8,8,1394
7,6,8,7,8,7,1395
6,5,7,8,6,6,1396
8,8,7,9,9,8,1397
5,3,7,8,6,6,1398
7,8,8,7,9,8,1399
7,8,6,7,8,8,1400
8,7,8,9,7,8,1401
6,8,7,7,6,7,1402
4,6,7,8,7,7,1403
3,5,6,8,7,6,1404
7,8,8,9,8,8,1405
6,7,8,7,7,7,1406
4,8,7,8,7,7,1407
4,7,6,8,7,6,1408
7,6,8,9,7,7,1409
8,7,8,9,8,8,1410
3,7,6,8,6,6,1411
2,5,7,6,8,6,1413
8,7,8,9,8,8,1414
7,8,7,6,8,7,1416
7,6,8,8,7,7,1417
5,8,7,6,6,7,1418
9,8,7,8,9,8,1419
2,6,7,5,4,5,1420
2,5,7,8,6,6,1422
8,7,8,7,8,8,1423
5,6,8,7,7,7,1424
8,7,7,8,8,8,1425
3,5,4,3,2,3,1426
8,7,8,8,7,8,1427
2,8,7,6,7,1428
7,8,7,8,8,8,1430
8,7,9,8,9,8,1431
7,8,7,8,8,8,1432
7,6,8,7,8,7,1433
5,7,6,8,7,7,1434
2,8,7,6,5,6,1436
6,4,3,2,5,4,1437
7,8,6,7,7,7,1438
8,7,8,9,8,8,1441
5,7,8,6,7,7,1442
7,8,7,6,6,7,1443
5,8,7,9,8,8,1445
8,7,6,8,8,7,1446
7,8,9,7,8,8,1447
5,7,6,8,6,6,1449
3,5,6,7,8,5,1450
7,8,7,6,6,7,1452
2,7,8,6,7,6,1454
8,7,9,8,9,8,1457
7,5,5,8,6,7,1458
3,4,7,6,5,5,1459
3,8,7,6,6,7,1460
8,7,8,9,9,8,1462
5,7,8,6,8,7,1463
6,7,8,7,6,7,1464
9,8,7,8,8,9,1465
7,8,6,8,7,7,1466
5,7,6,8,7,7,1467
4,8,7,6,8,7,1468
3,5,7,8,6,6,1469
7,8,8,9,7,8,1471
5,7,8,6,7,6,1472
6,5,7,8,6,6,1474
8,7,8,9,9,8,1475
7,4,6,8,7,6,1476
8,7,6,8,7,7,1478
5,8,7,9,8,8,1479
5,7,8,6,7,6,1480
7,8,6,9,8,7,1482
8,7,8,8,9,8,1483
5,6,7,8,8,7,1485
8,7,8,9,8,8,1486
8,9,7,8,8,8,1487
3,4,6,7,5,5,1488
2,3,7,5,6,5,1489
7,6,5,8,7,7,1490
6,7,8,7,7,7,1491
4,7,6,8,7,7,1492
2,8,7,6,5,6,1493
7,8,8,9,7,8,1495
7,8,7,8,8,8,1496
8,7,8,9,8,8,1497
2,4,6,8,7,5,1498
7,5,8,6,6,7,1499
3,8,7,7,6,7,1500
5,3,7,8,6,6,1501
3,7,8,6,7,7,1502
2,3,5,6,4,4,1503
6,7,8,9,8,7,1504
7,8,6,7,7,7,1507
7,8,8,6,7,7,1508
7,8,7,8,9,8,1509
7,8,9,7,8,8,1510
6,7,8,6,7,7,1511
7,8,7,8,8,8,1512
5,8,7,6,7,7,1514
3,5,7,6,8,6,1515
7,6,8,7,8,7,1517
2,6,7,8,6,7,1518
7,8,7,6,8,7,1519
9,8,7,9,8,8,1520
6,4,7,8,7,6,1521
6,8,7,5,7,6,1522
3,7,8,6,7,6,1523
8,7,6,8,7,7,1525
5,8,7,7,8,7,1526
6,7,8,9,8,7,1528
8,7,8,9,9,8,1530
8,7,8,9,8,8,1533
7,6,8,7,8,7,1534
6,4,7,8,7,6,1535
8,7,8,6,7,8,1537
6,5,7,8,7,6,1539
5,8,7,6,7,6,1540
8,7,8,8,9,8,1541
7,8,8,7,8,7,1542
6,7,8,9,7,7,1543
5,6,7,8,8,7,1544
7,8,5,9,6,7,1545
6,7,8,7,8,7,1547
7,6,5,8,7,7,1548
6,7,8,5,7,7,1549
8,7,8,9,8,8,1550
7,8,6,7,7,7,1553
3,7,8,9,6,7,1554
7,5,8,6,7,6,1555
2,4,7,8,6,5,1556
9,8,7,8,8,8,1557
2,8,7,6,7,7,1559
7,8,6,7,7,7,1560
6,8,7,9,8,8,1561
5,8,7,6,7,7,1562
5,8,7,6,7,7,1563
8,7,8,8,7,8,1564
7,5,8,7,8,7,1565
2,5,6,7,8,5,1567
5,7,8,9,8,7,1568
3,4,6,7,5,5,1569
8,7,9,8,9,8,1571
7,5,8,9,8,7,1572
5,8,7,6,6,6,1574
8,7,8,6,7,7,1575
6,8,7,5,7,7,1576
3,7,8,6,6,6,1577
8,7,8,9,8,8,1578
8,7,8,9,8,8,1579
5,7,8,6,7,7,1580
4,7,8,6,7,6,1581
8,7,9,7,8,8,1584
7,8,6,9,7,7,1585
8,9,7,8,8,8,1586
7,8,9,7,8,8,1587
7,8,6,7,7,7,1588
4,6,7,8,8,7,1589
7,8,7,6,8,1590
7,9,8,8,7,8,1591
7,8,7,6,8,7,1592
5,6,6,4,5,6,1594
8,7,8,9,7,8,1595
3,6,7,8,7,6,1596
7,8,8,9,8,8,1597
8,9,8,7,8,8,1598
8,7,9,8,9,8,1601
8,7,8,9,8,8,1602
7,8,9,7,8,8,1603
8,7,6,9,8,8,1604
4,5,7,6,6,6,1606
7,8,7,6,6,7,1607
3,4,7,6,5,5,1609
4,6,8,7,7,7,1611
5,7,8,6,6,6,1612
2,3,5,1,4,3,1613
2,4,5,6,3,4,1614
9,8,7,9,8,8,1615
3,5,7,8,6,6,1616
5,7,6,8,7,7,1617
7,8,8,7,8,8,1618
3,7,8,6,5,6,1620
9,8,7,9,8,8,1622
8,7,8,9,8,8,1624
5,4,8,7,6,6,1625
7,8,7,8,7,7,1626
5,8,8,7,7,7,1627
8,9,8,7,9,8,1628
7,6,8,7,8,7,1631
3,6,8,7,7,7,1633
2,3,4,6,5,4,1634
6,7,8,7,8,7,1635
3,6,7,8,8,7,1636
8,7,8,8,9,8,1637
9,8,7,8,9,8,1638
8,7,8,9,8,8,1639
5,8,7,6,7,6,1641
3,7,8,6,7,7,1642
7,8,8,9,7,8,1643
5,4,6,7,8,6,1644
5,7,8,6,5,6,1645
3,7,8,9,7,8,1646
8,7,6,8,7,8,1647
9,8,9,8,9,8,1648
7,6,8,9,7,7,1649
7,5,8,6,7,7,1650
7,6,7,8,6,7,1651
7,5,8,6,7,7,1652
2,7,8,6,7,7,1653
2,5,7,8,6,6,1655
6,7,8,7,6,7,1656
2,5,7,6,8,6,1657
5,4,6,7,8,6,1659
6,7,8,7,8,7,1660
8,7,8,7,8,8,1661
7,8,8,7,8,8,1662
8,7,8,7,8,8,1664
6,8,7,6,8,7,1665
5,7,8,6,6,6,1666
5,3,7,8,6,6,1668
8,7,7,9,8,8,1670
7,8,6,7,8,7,1671
7,8,8,9,8,8,1673
4,5,7,8,6,6,1674
7,8,9,7,8,8,1675
3,6,7,8,8,6,1676
8,7,8,9,9,8,1678
4,6,7,8,7,6,1679
7,8,8,7,7,7,1681
8,7,9,8,8,8,1685
7,5,6,8,7,7,1686
7,8,7,8,8,7,1687
7,6,8,8,7,7,1688
8,7,6,8,7,7,1689
8,7,7,8,6,7,1690
6,7,8,6,7,7,1691
7,4,6,5,6,6,1692
5,7,8,6,5,6,1693
4,7,6,8,7,7,1694
8,7,8,7,8,8,1695
8,7,8,9,9,8,1698
8,7,9,8,8,8,1699
7,8,7,8,8,7,1700
8,7,8,9,9,8,1701
3,5,7,8,6,6,1702
5,7,6,8,7,6,1704
3,4,6,7,5,5,1705
7,8,8,9,7,8,1706
7,8,7,6,7,7,1707
7,8,8,7,8,8,1708
7,8,8,7,8,7,1709
5,6,7,8,8,7,1710
3,6,7,8,7,6,1711
8,7,9,8,8,8,1712
3,4,6,7,5,5,1713
5,6,7,8,7,7,1714
6,7,8,7,8,7,1717
2,6,7,8,7,6,1718
8,7,8,9,8,8,1721
4,5,7,6,6,6,1723
8,7,8,8,9,8,1726
8,7,8,9,8,8,1727
7,8,7,8,7,7,1728
5,8,7,6,7,7,1731
5,7,8,6,7,6,1732
9,8,8,9,9,8,1733
7,8,6,7,8,7,1734
8,7,9,8,8,8,1735
7,6,8,8,7,7,1736
7,8,7,6,6,7,1737
7,6,8,7,8,8,1738
7,8,7,6,8,7,1739
3,7,8,9,6,7,1740
3,5,7,6,4,5,1741
7,6,8,9,7,7,1742
7,4,8,6,7,6,1743
5,7,8,6,6,6,1746
8,7,9,8,9,8,1747
3,5,7,8,6,6,1748
6,5,7,8,8,7,1749
5,6,8,7,8,7,1750
5,7,8,8,7,7,1751
3,5,7,6,6,5,1752
7,8,6,8,7,8,1753
7,6,8,7,8,7,1754
6,2,5,8,7,6,1756
3,6,7,8,7,6,1757
2,5,7,6,4,5,1758
8,7,8,7,8,8,1759
3,6,7,8,8,7,1760
9,8,8,9,9,8,1761
7,5,8,7,7,7,1762
7,8,7,8,7,7,1763
8,7,8,9,8,8,1764
2,5,7,6,8,6,1767
7,8,9,7,8,8,1768
8,7,8,9,9,8,1769
8,7,8,9,9,8,1770
5,7,8,6,7,7,1773
9,7,8,9,8,8,1774
2,4,7,8,6,5,1775
7,8,7,8,8,7,1776
2,5,7,8,6,6,1777
2,5,7,6,6,5,1778
9,8,9,8,9,8,1779
2,5,7,6,6,5,1780
7,8,7,8,7,7,1781
7,8,7,8,7,7,1783
5,6,7,8,8,7,1784
6,7,8,8,7,7,1786
5,8,7,6,7,6,1787
2,4,6,7,6,5,1788
5,7,8,9,6,7,1789
7,8,8,9,7,8,1790
8,7,7,8,8,8,1791
7,8,7,8,7,7,1792
8,7,8,9,9,8,1794
6,8,7,9,8,8,1795
8,7,7,8,8,7,1796
6,8,7,8,7,7,1797
7,6,8,7,9,7,1798
4,6,7,8,7,6,1800
5,8,7,6,7,7,1801
6,7,8,8,7,7,1802
2,4,6,7,5,5,1804
7,6,8,7,8,7,1805
6,7,8,7,9,7,1806
5,4,7,8,6,6,1807
7,8,6,7,8,7,1808
2,8,7,6,6,6,1809
8,7,8,7,8,8,1810
5,6,6,7,7,6,1811
7,6,8,9,8,8,1812
5,4,8,7,8,6,1813
8,6,7,6,8,7,1814
8,7,6,7,6,7,1815
4,3,7,6,5,5,1816
4,6,7,5,6,6,1817
2,4,5,3,4,4,1818
4,8,7,6,6,7,1819
5,8,7,9,8,7,1821
4,7,6,8,5,6,1823
8,7,6,8,7,8,1824
7,8,7,6,8,7,1825
6,7,8,8,7,7,1826
5,4,6,7,6,6,1827
6,5,7,8,7,7,1828
5,6,7,8,8,7,1829
3,5,7,8,6,6,1830
5,7,6,8,7,7,1832
6,7,8,8,7,8,1833
8,7,8,9,9,8,1834
7,8,8,7,8,7,1835
3,5,7,6,8,6,1836
7,8,6,8,7,7,1837
6,4,8,7,8,7,1839
5,8,7,6,6,6,1840
7,6,8,9,8,8,1843
8,7,8,8,9,8,1846
5,8,7,6,7,7,1847
8,7,6,8,7,7,1848
6,7,8,9,8,8,1849
6,8,7,9,7,8,1850
3,2,6,7,5,5,1851
7,5,6,8,7,7,1852
3,4,6,7,5,5,1853
7,8,8,9,7,8,1854
7,8,7,8,8,8,1855
8,7,8,9,8,8,1856
8,7,7,8,8,8,1857
8,7,8,8,7,8,1858
3,5,6,7,4,5,1859
6,4,7,8,8,7,1860
8,7,8,9,8,8,1861
6,8,7,9,8,8,1862
8,7,8,9,8,8,1864
8,6,7,8,8,7,1865
7,8,8,9,9,8,1866
8,9,7,8,8,8,1867
5,8,7,7,6,7,1868
7,8,9,9,8,8,1870
8,7,7,8,9,8,1871
8,5,7,6,7,7,1872
7,8,8,7,8,8,1873
7,8,6,9,8,8,1874
7,8,7,6,8,7,1875
7,8,8,7,8,7,1877
7,6,8,7,6,7,1878
6,7,8,7,6,7,1879
7,8,9,7,8,8,1880
6,8,7,8,7,7,1881
7,6,8,7,8,7,1882
3,6,5,7,4,5,1883
2,3,7,6,8,5,1884
8,5,7,8,8,7,1885
2,6,6,7,7,6,1886
2,5,7,8,6,6,1887
8,7,8,7,8,7,1888
7,8,7,8,8,8,1889
1,5,7,6,8,5,1890
7,8,8,9,8,8,1891
4,5,6,8,7,6,1892
3,6,7,8,5,6,1894
7,8,8,9,8,8,1895
5,3,7,8,6,6,1896
7,8,6,7,7,7,1897
2,4,5,6,3,4,1898
5,6,7,8,7,7,1899
4,7,8,5,7,6,1902
8,7,9,8,9,8,1903
4,7,7,8,8,7,1904
3,8,7,6,6,6,1905
7,8,8,7,8,8,1906
5,7,8,6,7,7,1907
8,7,8,9,8,8,1908
8,7,8,7,8,8,1910
3,5,7,8,6,6,1912
7,8,6,7,7,7,1913
4,6,7,8,8,7,1915
3,5,6,8,7,6,1916
5,8,7,9,8,7,1917
8,7,8,7,8,8,1918
7,8,6,7,7,7,1919
2,5,7,8,6,6,1920
5,7,8,9,8,7,1921
8,7,6,2,5,6,1922
9,7,8,8,9,8,1924
5,8,7,6,8,7,1925
4,6,7,8,8,6,1928
8,7,8,7,8,8,1929
5,6,7,8,8,7,1930
6,7,8,7,7,7,1931
6,8,7,8,7,7,1932
7,6,8,7,8,7,1934
5,7,6,8,8,7,1935
2,5,7,6,8,6,1936
7,8,7,8,8,8,1937
7,8,7,8,8,7,1939
8,7,7,8,7,7,1940
5,4,5,6,4,5,1941
6,4,7,8,7,7,1944
8,7,9,8,9,8,1945
7,8,7,8,8,8,1946
3,5,6,7,6,5,1947
7,5,7,6,8,7,1948
7,8,7,8,8,8,1949
6,5,7,8,6,6,1950
8,7,8,9,8,8,1951
7,8,7,8,8,7,1956
3,6,7,8,7,6,1957
6,8,7,8,7,7,1958
7,5,6,8,7,7,1959
4,7,8,6,7,6,1960
7,8,8,7,8,8,1961
6,7,5,8,7,7,1963
8,7,8,7,9,8,1964
8,7,8,9,8,8,1966
7,8,7,8,7,7,1967
8,7,7,8,8,8,1970
8,7,9,8,9,8,1971
7,8,6,7,8,7,1972
7,8,9,8,7,8,1974
3,6,7,8,7,6,1975
6,7,7,8,8,7,1976
7,8,8,7,8,8,1977
4,8,7,6,8,7,1978
7,8,8,7,7,7,1979
7,5,8,7,8,7,1980
6,4,7,8,8,6,1981
6,7,8,5,7,6,1982
2,3,5,4,4,4,1983
6,7,8,9,8,8,1984
3,7,5,8,6,6,1985
7,8,9,8,9,8,1986
5,3,7,6,4,5,1989
7,8,6,7,7,7,1990
3,7,6,5,8,6,1991
3,5,7,6,6,5,1992
9,8,8,9,9,8,1993
2,5,4,3,2,4,1995
5,7,6,8,7,7,1996
8,7,7,8,8,7,1998
6,5,7,8,8,7,1999
4,6,7,8,7,6,2001
3,6,8,7,7,7,2002
4,6,7,8,5,6,2003
8,9,7,8,8,8,2006
7,5,8,6,7,6,2008
8,9,7,8,8,2009
4,5,6,7,8,6,2010
2,5,6,7,6,5,2011
6,5,7,8,6,7,2012
3,5,2,4,6,4,2013
8,7,8,9,8,8,2016
7,8,7,8,7,7,2017
6,5,7,8,6,6,2018
7,8,6,9,7,8,2019
8,6,7,8,7,7,2020
8,7,7,9,8,8,2022
7,5,8,6,7,7,2023
7,8,7,6,8,7,2024
5,6,7,8,7,7,2025
7,6,8,9,7,7,2026
6,8,7,8,7,7,2027
7,8,8,7,6,7,2030
3,5,7,7,6,6,2031
7,8,8,7,7,7,2032
7,8,6,7,6,7,2033
6,7,8,6,7,7,2035
8,7,8,7,8,8,2037
5,7,8,8,7,7,2040
9,8,8,7,9,8,2041
3,8,7,9,8,7,2042
7,6,7,8,8,7,2043
9,8,9,8,9,8,2044
8,7,8,9,8,8,2046
8,7,6,9,8,8,2047
7,8,6,8,7,7,2048
7,8,8,7,8,8,2049
8,7,8,8,8,8,2050
2,4,6,8,7,5,2051
8,7,8,9,8,8,2052
5,7,8,6,6,6,2054
4,5,7,6,6,6,2055
3,6,7,8,7,6,2056
2,6,7,8,5,6,2057
8,7,8,7,8,8,2058
6,7,8,7,8,7,2059
3,6,7,8,7,6,2061
3,4,6,7,5,5,2062
6,7,8,8,7,7,2063
5,7,8,6,7,7,2064
4,7,8,6,7,6,2065
4,6,7,8,7,6,2066
7,8,6,7,7,7,2067
5,6,7,8,7,7,2068
3,5,7,8,6,6,2071
6,7,8,8,7,7,2072
8,7,8,7,9,8,2073
6,4,7,8,8,7,2074
3,5,7,8,6,6,2075
3,4,5,6,7,5,2077
2,4,6,5,7,5,2078
8,8,7,7,8,8,2080
5,6,7,8,9,7,2081
3,6,7,4,5,5,2085
6,7,8,8,7,7,2086
9,8,8,9,9,9,2087
8,9,8,9,8,8,2088
3,7,8,6,8,7,2089
2,4,6,7,8,5,2093
3,4,6,5,5,5,2094
7,8,7,9,8,8,2095
7,8,8,7,8,8,2096
7,8,8,9,8,8,2098
7,8,9,7,8,8,2101
3,5,6,7,4,5,2102
5,6,7,8,7,6,2103
5,7,5,8,6,6,2104
5,4,7,6,6,6,2105
5,8,7,6,7,7,2108
4,7,8,6,6,7,2109
7,8,9,8,9,8,2110
2,7,5,8,6,6,2112
8,7,7,8,8,8,2114
3,5,7,6,4,5,2115
7,8,8,7,7,7,2116
7,5,6,8,7,6,2117
2,5,7,8,6,6,2118
8,7,7,8,8,8,2119
7,8,6,7,8,7,2120
5,7,8,6,9,7,2121
8,7,6,8,7,8,2122
2,4,6,7,5,5,2123
8,7,8,9,8,8,2124
8,9,8,9,8,8,2125
5,8,7,6,7,7,2126
4,2,5,7,6,5,2127
3,5,6,7,8,6,2128
3,5,7,8,6,6,2129
8,7,8,9,8,8,2131
8,7,9,8,9,8,2132
2,7,7,8,8,7,2133
4,6,7,8,7,6,2134
8,7,8,7,8,8,2135
4,2,5,7,6,6,2136
6,7,8,9,8,7,2137
8,7,8,8,9,8,2138
8,7,8,9,8,8,2139
7,6,8,7,8,7,2140
7,8,8,7,8,8,2142
3,6,7,8,5,6,2143
5,6,7,8,8,7,2144
4,3,5,6,7,5,2145
5,8,7,6,7,7,2146
2,5,8,7,6,6,2147
3,6,5,7,4,5,2148
9,8,7,8,7,9,2149
8,7,7,8,7,8,2150
9,8,8,7,9,8,2151
6,8,7,8,7,7,2152
6,7,8,9,7,7,2154
6,7,8,7,8,7,2155
3,4,7,6,5,5,2156
8,7,6,8,7,7,2157
6,7,8,5,7,7,2160
6,7,8,7,8,7,2161
5,8,7,6,7,6,2162
9,8,7,8,9,8,2163
6,7,8,8,7,7,2164
6,8,7,6,7,7,2167
8,7,7,8,8,8,2168
8,7,8,9,8,8,2169
2,4,6,7,5,5,2170
6,8,7,7,8,7,2172
8,7,6,8,7,7,2173
8,7,8,9,8,8,2174
2,4,5,6,7,5,2175
8,7,8,9,8,8,2176
7,8,9,7,8,8,2177
3,5,7,6,4,5,2179
2,5,7,6,6,5,2181
7,6,8,7,8,7,2183
8,7,8,8,9,8,2184
6,7,8,7,6,7,2185
4,7,5,6,8,6,2187
5,8,7,6,8,7,2188
8,7,8,8,7,8,2190
6,8,7,9,8,7,2192
2,4,7,6,5,5,2193
2,5,7,8,6,6,2195
7,8,7,8,8,8,2196
3,6,7,8,7,6,2201
6,8,7,8,9,8,2202
5,6,7,8,7,7,2203
7,8,8,7,7,7,2204
2,2,5,7,6,4,2205
5,6,8,7,7,7,2207
2,5,6,7,8,5,2209
6,8,7,6,7,7,2210
2,6,7,8,7,6,2211
2,5,6,7,8,5,2212
6,3,5,7,5,6,2213
2,5,7,8,6,6,2214
8,7,9,8,9,8,2216
8,7,8,9,8,8,2217
8,7,7,8,7,7,2218
2,7,8,6,5,6,2219
5,7,6,8,6,6,2220
5,6,7,7,6,6,2221
7,8,8,7,7,7,2222
6,7,8,9,8,8,2224
6,5,7,8,8,7,2225
8,7,8,9,9,8,2226
7,8,6,8,7,7,2227
3,6,7,8,5,6,2228
3,6,7,8,5,6,2229
8,7,8,9,9,8,2232
7,8,8,9,9,8,2236
9,8,7,9,8,8,2237
8,7,9,8,9,8,2238
4,7,8,8,7,6,2239
8,7,9,8,8,8,2240
7,6,8,7,7,7,2241
4,7,6,5,5,6,2244
9,8,7,8,8,8,2245
7,8,9,6,7,7,2246
5,7,6,8,6,6,2247
3,8,7,9,8,8,2248
5,7,8,6,7,7,2250
8,9,7,8,8,8,2252
8,7,8,8,9,8,2254
6,7,8,6,7,2258
3,5,6,7,8,6,2260
6,7,8,7,7,7,2261
8,7,8,6,7,7,2262
8,7,9,6,8,8,2263
6,7,8,5,7,7,2264
6,8,7,7,6,7,2265
4,3,8,5,7,6,2267
7,5,6,8,7,6,2268
8,7,9,8,9,8,2271
4,6,7,8,7,6,2272
5,8,7,9,8,7,2273
6,8,7,8,7,7,2274
8,7,8,9,9,8,2276
6,8,7,8,7,7,2281
2,3,4,6,5,4,2282
7,8,8,7,8,7,2284
6,4,7,8,7,6,2288
8,7,8,8,7,8,2289
2,5,7,8,6,6,2290
8,9,7,8,8,8,2291
7,6,8,7,7,7,2293
6,7,8,7,8,7,2294
3,2,7,6,5,5,2295
7,8,7,8,8,8,2297
8,9,8,9,8,8,2298
5,7,8,6,7,7,2299
8,7,8,7,8,8,2300
5,7,8,7,6,7,2302
2,6,7,8,8,7,2303
5,4,7,6,6,6,2304
2,5,7,8,6,6,2305
4,6,5,6,7,6,2306
7,8,8,7,8,8,2307
7,8,6,7,7,7,2308
6,5,8,7,7,7,2309
5,8,7,6,6,7,2311
6,5,8,7,7,6,2312
8,7,8,9,8,8,2313
6,7,8,7,8,7,2315
7,5,8,6,7,7,2316
7,8,8,7,7,7,2317
7,6,8,7,7,7,2318
8,7,8,7,8,8,2319
3,5,6,7,4,5,2321
7,8,8,9,8,8,2322
2,6,8,7,7,6,2323
3,6,7,8,6,6,2324
7,5,6,8,7,7,2326
3,4,5,7,6,5,2327
5,7,6,4,5,5,2328
2,4,7,8,6,5,2329
7,8,7,9,8,7,2330
5,8,7,6,6,7,2337
5,7,8,6,7,6,2338
5,7,8,9,7,7,2339
9,8,8,9,9,8,2340
7,8,8,7,8,7,2341
8,7,8,9,8,8,2342
7,8,6,9,8,7,2344
5,7,6,8,7,7,2345
9,8,7,9,8,8,2349
7,8,8,7,7,7,2350
8,7,7,8,8,8,2351
8,7,8,7,8,8,2353
8,7,8,9,8,8,2356
8,7,8,9,8,8,2357
2,4,6,7,5,5,2358
6,7,7,8,8,7,2359
7,5,6,8,7,6,2361
2,3,5,4,4,4,2363
7,8,6,9,7,7,2364
7,6,8,7,8,7,2365
5,8,7,6,7,7,2366
5,4,7,6,5,5,2367
2,4,5,6,3,4,2368
6,7,8,6,7,8,2370
3,6,7,8,8,6,2372
8,7,9,8,8,8,2373
8,7,8,7,8,8,2377
5,7,8,6,7,7,2379
3,5,6,7,4,5,2381
7,6,8,7,8,7,2382
2,5,6,8,7,6,2384
6,5,7,8,8,7,2385
8,8,7,9,8,8,2386
6,8,7,3,8,7,2387
7,8,6,7,8,7,2388
7,5,8,7,9,8,2389
6,7,8,6,7,7,2390
4,5,7,6,7,6,2391
8,7,8,9,9,8,2392
5,7,8,6,7,7,2394
4,3,5,7,6,5,2395
5,7,6,8,7,7,2398
5,7,8,6,7,6,2399
3,4,6,5,5,4,2401
7,6,8,8,7,7,2402
8,7,8,9,9,8,2403
2,5,6,8,7,6,2404
4,5,6,7,6,6,2405
7,5,8,9,7,7,2406
8,9,7,8,8,8,2407
8,7,9,8,8,8,2409
7,8,7,8,9,8,2410
8,7,8,9,9,8,2413
4,6,7,8,7,6,2414
8,9,7,8,8,8,2416
7,8,6,8,7,7,2417
5,8,7,6,7,7,2418
5,7,8,6,7,6,2420
7,4,8,6,5,6,2422
6,8,7,8,7,8,2423
3,5,6,7,7,6,2424
5,3,6,8,7,6,2425
6,7,8,8,7,7,2426
8,7,9,8,8,8,2427
6,4,7,8,7,6,2429
7,8,7,9,8,8,2430
8,7,9,8,9,8,2432
6,7,8,8,7,7,2433
8,7,7,8,8,8,2434
8,7,8,8,9,8,2435
7,8,7,8,8,8,2436
8,7,8,9,8,8,2437
3,6,7,8,7,7,2438
5,7,8,6,7,6,2439
4,7,8,6,9,7,2440
8,7,8,9,9,8,2441
7,6,8,9,8,8,2442
7,6,8,9,8,7,2443
8,7,8,9,9,8,2445
5,8,7,6,7,7,2447
3,5,7,6,6,5,2448
7,8,7,9,8,8,2449
5,7,8,6,7,7,2450
8,7,8,9,9,8,2452
8,7,8,9,9,8,2453
4,8,5,7,6,6,2454
8,7,8,6,7,7,2455
3,6,4,5,7,5,2456
7,8,9,7,8,8,2457
7,8,8,7,8,8,2458
9,8,7,6,8,8,2459
6,5,7,8,8,7,2461
5,7,8,6,7,6,2462
8,7,8,9,8,8,2464
6,5,7,6,6,6,2466
6,4,7,5,6,6,2467
9,9,8,9,8,8,2468
7,6,8,7,8,7,2469
2,5,7,8,6,6,2471
7,8,8,7,7,7,2474
8,7,9,8,8,8,2475
8,7,7,8,8,8,2480
8,9,7,8,8,8,2481
9,8,8,7,9,8,2482
2,6,8,7,7,6,2483
8,7,8,9,8,8,2485
4,7,8,9,7,7,2486
7,6,8,7,8,7,2487
4,5,6,7,8,6,2491
8,7,8,9,7,8,2492
7,5,6,8,7,7,2493
4,6,7,8,5,6,2494
6,5,7,8,8,7,2495
5,4,7,8,6,6,2496
2,5,4,6,3,4,2497
2,8,7,5,6,6,2498
4,3,5,7,6,5,2500
3,5,7,6,6,5,2501
6,8,7,8,7,7,2502
2,8,7,6,8,7,2503
8,9,7,7,8,8,2504
8,7,8,9,9,8,2505
7,6,8,7,8,7,2506
8,7,6,8,7,7,2507
8,7,9,8,8,8,2508
6,5,7,8,6,7,2509
2,5,7,6,8,6,2511
8,7,9,7,8,8,2512
8,7,8,7,9,8,2513
9,8,7,6,8,8,2514
7,5,8,7,7,7,2515
6,7,8,7,8,7,2516
5,7,8,7,6,7,2517
7,8,7,6,6,7,2519
7,6,8,8,7,7,2520
6,7,8,9,8,8,2521
7,5,8,6,7,7,2522
8,7,8,9,9,8,2523
5,8,7,9,7,7,2524
8,7,8,9,9,8,2527
2,5,7,6,8,6,2528
7,8,9,9,8,8,2529
8,7,8,9,8,8,2532
6,7,7,8,6,7,2533
